AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
2862,89.3,,,,,,,,,,,89.3,,,
2863,69.5,,,0.36,,,,1.562,0.59,0.246,,72.258,,,
2865,,,,,,,,,,,,,,,
2867,58.877,,,,,,,,,,,58.877,,,
2870,142.046,,,,,,,,,,,142.046,,,
2871,18.38,,,,,,1,0.62,,,,20,,,
2872,62.14,,,,,,,6.486,,,,68.626,,,
2873,,,,,,,,,,,,,,,
2874,,40,,10,,,1,19,,,,70,,,
2877,33.87,,,,,,,1,,,,BLANK,,,
2878,2,0,0,0,18,0,0,0,0,0,0,20,,,
2879,19,,,,,,,0.666,,0.334,,20,,,
2880,236.83,,,1.376,,,0,3.285,7.17,0.724,,255.965,,,
2881,60.8,0,0,15.58,0,0,0,3.62,0,0,0,80,,,
2884,66.36,,,8.42,,,,2.17,0,,,80.43,,,
2886,0,0,0,0,15,,0,2.175,0,0,0,17.175,,,
2887,33.45,0,0,10.286,0,0,1,2,0,0,0,46.736,,,
2888,89.27,,,19.01,,,1,1.12,,0,,115,,,
2889,73.83,,4,,,,,0.93,3.56,,,82.32,,,
2890,6.504,,,4,,,,,,,,10.504,,,
2891,294.79,,,,,,1,37.348,30.11,3.982,,363.23,,,
2893,70.98,,,4.78,,,1,4.52,,,,81.28,,,
2894,50.04,,,,,,,7.223,,,,BLANK,,,
2895,155.033,,,,,,,1.351,,,,156.384,,,
2899,16,7,3,12.3,,,1,0.17,2.53,,,BLANK,2800,8160,
2901,,,,,20.58,,,,,,,20.58,,,
2902,48.438,,,,,,,,,,,BLANK,,,
2905,104,,,,,,1,,,,,105,,,
2906,,,,,,,,,,,2.793,2.793,12169.04,,
2908,16,14,18,,,,,,,,,48,,,
2910,53.34,,,15.408,,,1,3,,,,72.748,,,
2913,,,,,,,,,,,,,,,
2914,70,11,,22,,,1,5.04,,,,BLANK,,,
2915,78.472,,,3,,,,104.016,,,,BLANK,,,
2919,,,,,,,,,,,,,,,
2920,,155.967,,6,,,,2.668,,,,164.635,,,
2921,,,,29.1,,,1,2.674,33.1,,,65.874,,,
2922,24.5,8,,,,,0,7.578,,,,40.078,,,
2925,74,,,,,,,1,,,,75,,,
2926,35.344,,,,,,,0.2,,,,35.544,,,
2927,208.51,,,20.95,,,,4.789,,,,234.249,,,
2928,39.2,,,,,,,0.8,,,,40,,,
2929,25.296,,,9.843,,,,1.429,,,,BLANK,,,
2932,32,,,4.164,,,1,3.3,,,,40.464,,,
2933,14,,,,24,,1,2,,,,41,,,
2934,35.2,,,9.26,,,,1.996,,0.004,,BLANK,,,
2940,38.562,,,,,,,,,,,38.562,,,
2941,,,,,,,,,,,,,,,
2943,63.14,0,1.86,0,0,0,0,,0,0,0,BLANK,,,
2945,72,10,,,,,1,4.537,,1.133,,88.67,,,
2946,182.71,,,,,,,8.091,1.08,0.069,,191.95,,,
2948,9.34,,,,,,,3.5,,,,BLANK,,,
2950,60.6,,,1.17,,,,5.098,,,,66.868,,,
2951,67.765,,,,,,,3.298,,,,71.063,,,
2952,74,,,,,,,0.942,,,,74.942,,,
2953,94.07,,28.2,16.28,,,,3.65,,,,142.2,,,
2954,84.31,0,0,0,0,0,0,2.76,0,0,0,87.07,,,
2955,91.296,5.81,,,,,1,16.719,,,,114.825,,,
2957,74.974,,,,,,,2.37,,,,77.344,,,
2958,15,,,,,,,,,,,15,,,
2960,,,,,28,,,2.562,,,,30.562,,,
2961,17.43,,,,,,,1.025,,,,18.455,,,
2963,75.75,,,,,,,,,,,75.75,,,
2964,19.094,,,0.116,,,,1.418,,,,20.628,,,
2965,154.562,,,0.371,,,,2.938,,0.373,,158.244,,,
2966,75.48,,,,,,,2.415,,,,77.895,,,
2967,,,,,,,,,,,,,,,
2970,12.712,,,,,,,,,,,BLANK,,,
2972,82.26,15.83,,,,,,11.351,,,,119.83,,,
2973,18.37,,,,,,1,2.943,,,,22.313,,,
2976,55.6,,,10,,,,2.489,3.78,4.596,,76.485,,,
2977,65,,,8,,,,1.357,,,,BLANK,,,
2979,26.95,0,0,0,0,0,0,0,0,0,0,26.95,,,
2981,92.5,,,,,,1,2.5,,,,96,,,
2982,,149,11,10,21,,3,5,,,,199,,,
2984,64.1,,,10,,,1,2,,,,77.1,,,
2988,27.171,,,7.695,,,,1.115,,,,35.981,,,
2990,73,,,12.874,,,0,0.28,0.72,,,88.87,,,
2992,36.34,0,0,9.91,0,0,1,1.75,0,0,0,36.34,,,
2993,,,,,22.934,,,,,,,BLANK,,,
2996,,,,,,,,8.524,9.13,,,17.654,,,
2998,153.75,,,,,,1,0,,,,BLANK,,,
2999,31.6,0,0,22.4,0,0,1,8.433,15.39,1.167,,BLANK,,,
3000,124.25,,,16.08,,,2,3.671,,,,146.001,,,
3001,56.53,,,26.25,,,1,6.042,,,,95.135,,,
3002,70.6,,,,,,,2.822,0.61,0.468,,75.198,,,
3004,130.46,,,,,,1,4.522,21,2.068,,BLANK,,,
3006,80,,,33,,,1,1,,,,BLANK,,,
3007,13.92,,,4.234,,,1,0.45,,,,BLANK,,,
3009,58,,,26.42,,,,,,,,BLANK,,,
3010,151.72,1.5,3.5,,,,1,6.14,,,,163.86,,,
3012,41.42,,,,,,,2.08,,,,43.5,,,
3013,27.03,,,,,,,1.23,,,,28.26,,,
3014,155.27,0,0,0,0,0,1,13.51,0,0,0,169.78,,,
3017,169.57,,,,,,1,11.32,2.6,0.31,,180.8,,,
3019,,,,,,,,,,,,,,,
3020,20,0,0,9,0,0,0,1,0,0,0,29.585,,,
3021,294,,,21.44,,,1,5,,,,321.44,,,
3022,,,,,,,,,,,,BLANK,2500,,
3024,,,,,,,,,,,,,,,
3025,127.46,,,23.51,,,,,,,,150.97,,,
3027,55.5,,,,,,,,,,,BLANK,,,
3030,10,,,14,,,0,2.27,,,,26.27,,,
3032,117.39,,,32.99,,,,5.566,,4.054,,160,,,
3033,,,,,17,,1,7.512,,0,,21.5,,,
3035,77.96,,,8.098,,,,,,,,86.058,,,
3036,916.01,,,17.74,,,3,6.178,1.16,0.17,,963.458,,,
3038,18.055,,,,,,0,2,,,,20.055,,,
3039,65,,,6,,,,,,,,BLANK,15017.35,,
3040,104.2,,,,,,,2.556,,0.094,,106.85,,,
3041,20,,20.934,12,,,1,,,,,53.934,,,
3042,5.15,,,,,,,0.906,,,,6.056,2549.25,2781,
3043,16.87,2,13,8,,,1,0.6,0.4,,,43.87,,,
3044,34.608,0,0,0,0,0,0,0.282,8.7,0,0,43.59,,,
3046,41.63,,,,,,1,23.37,21.01,,,87,,,
3049,,,,,17.021,,0,7.049,,,,20.07,,,
3050,,,,,,,,,,,,,,,
3051,68.366,,,10,,,,,0.28,,,73.666,,,
3052,83.7,6.3,,,,,1,5.269,12.3,0.401,,109,,,
3053,66.988,,,5.618,,,,1.125,,,,73.731,,,
3054,,,,,,,,,,,,,,,
3056,50,,,,,,,7.67,0,,,57.67,,,
3057,72.268,,,5.68,,,1,1.98,,,,80.928,,,
3058,97.98,,13.026,,,1.5,1,1.13,1.02,,,120,,,
3061,,40,,,,,,,,,,BLANK,,,
3062,30.74,,,9.26,,,,,,,,BLANK,,,
3063,66.661,,,,,,,,,,,66.661,,,
3064,23.9,,,,,,,0.353,,,,24.253,,,
3065,82.274,,,15.844,,,1,6.911,,,,106.029,,,
3066,177.005,,,,,,,,,,,177.005,,,
3067,15.875,,,,,,,,,,,15.875,,,
3068,,,,,,,,,,,,,,,
3069,15.25,,,,,,0,2.639,1.8,,,19.689,,,
3070,110.5,,,,,,,2.913,,,,113.413,,,
3071,76.376,,,,,,,3.624,,,,80,,,
3072,52.55,,,,,,,,,,,60,,,
3075,83.012,,,,,,,,,,,83.012,,,
3076,,,,,,,,,,,,,,,
3078,264,,,,31.666,,,10.427,,,,306.093,,,
3079,5.57,,,,,,0,1.569,,,,7.139,2344.48,,
3080,10.573,,,,,,1,0.3,,,,BLANK,,,
3086,113.71,,,30.262,,,0,1.905,3.7,1.185,,153.122,,,
3087,26,0,0,9.672,0,0,0,0,0,0,0,35.672,,,
3089,14.16,,,2.78,,,1,2.776,,,,BLANK,,,
3090,,,,,,,,,,,,,,,
3091,52.804,,,,,,1,1,,,,54.804,,,
3092,7.86,,,,,,1,1.525,,,,10.385,,,
3094,94.63,,,,,,,0.637,,,,95.303,,,
3096,29.3,,,,,,,0.7,,,,30,,,
3098,28.94,,,,,,,,,,,28.94,,,
3099,279.13,,,8.88,,,1,2.823,5.19,1.661,,306.684,,,
3102,,,,,29.514,,,,,,,BLANK,,,
3103,13.828,,,,,,,,,,,BLANK,,,
3104,,,,,17.086,,,,,,,17.086,,,
3105,29.069,,,16.38,,,1,0.774,,,,47.223,,,
3108,51.04,3,,8.053,,,1,,,,,63.093,,,
3109,7.95,,,,,,,,,,,7.95,3224.52,,
3111,8.2,,,,,,,1.8,0,,,BLANK,3739.2,,
3112,73.964,,,,,,1,1.036,,,,76,,,
3113,75.16,,,1.35,,,0,2.81,,,,79.32,,,
3116,,,,,,,,,,,,,,,
3117,126.194,,,16.072,,,,0.647,,,,142.913,,,
3118,,,,,,,,,,,,,,,
3120,172.793,,,9.083,,,,3.287,,,,185.163,,,
3121,37.5,,,2.54,,,0,3,,,,43.04,,,
3122,75.92,,,,,,1,2.311,,,,78.333,,,
3123,28.58,,,0.13,,,,0.725,,,,29.435,,,
3128,6.636,,,,,,1,0.75,,,,8.386,780,3849.95,62538.75
3129,267.979,,8,,,,2,6.87,3.12,0.13,,288.099,,,
3130,20.3,,,,,,,,,,,20.3,,,
3131,35.259,,,,,,,,,,,BLAQNK,,,
3132,,,,,,,,,,,,,,,
3133,67.66,,,,,,,,,,,BLANK,,,
3135,,,,,,,,,,,,,,,
3136,,,,,,,,,,,,,,,
3137,,,,,,10.9,,1.74,,,,12.64,,,
3138,48.48,0,0,0,0,0,1,2.89,0,0,0,52.37,,,
3139,11.5,,,,4,,,,,,,15.5,,,
3141,88.59,,,5.28,,,1,1.034,0,0.966,,100,,,
3142,35.04,,,,,,,,,,,35.04,,,
3144,,,,,,,,,,,5.021,5.021,"108,992",,
3146,,,11.166,,,,,,,,,BLANK,,,
3147,10.377,,,,,,0,1,,,,BLANK,,,
3148,,,,21.764,,,1,1,,,,BLANK,,,
3149,,,,,23.464,,,0.5,0,,,23.964,,,
3150,20.93,,,95.87,,,1,9.921,59.08,,,182.801,,,
3151,75.776,,,,,,,,,,,BLANK,,,
3152,73.893,,,,,,,1.542,,,,75.435,,,
3154,128.264,,,23.165,,,0,0.628,,,,BLANK,,,
3155,48.969,0,0,0.117,0,0,0,0.914,0,0,0,50,,,
3156,60,,,,,,,,,,,BLANK,,,
3157,60,,,,,,1,38.56,,,,99.56,,,
3158,,24.693,,11.031,,,1,0.278,,,,37.002,,,
3159,107,,,3.596,,,0,2.551,,,,113.147,,,
3160,198.59,,,17.07,,,1,2.403,,,,225.043,30889,59278,
3161,66.075,,,11.723,,,1,1.212,,,,80,,,
3162,131.634,,,32.549,,,3,0.346,,,,167.529,,,
3164,26,62.431,,17.318,,,1,5,,,,111.749,,,
3165,,,,,,,,,,,,,,,
3166,36.984,,,,,,,2.016,,,,39,,,
3167,79.146,,,,,,,0.606,,,,79.752,,,
3169,28.91,25,7.097,,,,,,,,,61.007,,,
3170,2,,,,,,1,1.214,0.8,,,BLANK,36000,,
3171,,,,,,,,,,,,,,,
3172,,,,,,,,,,,,BLANK,,,
3173,,,,,,,,,,,,,,,
3174,49.5,,3,12,0,,1,9.579,,,,75.079,,,
3175,78.569,,,,,,,,,,,78.569,,,
3176,102.101,,,,,,,,,,,102.101,,,
3177,,,,,,,,,,,,,,,
3178,7.7,,,,,,1,1.846,,,,10.546,,,
3179,160.62,,,37,,,1,13.137,,,,211.757,,,
3180,71.53,,,30.118,,,1,6.62,8.37,,,117.638,,,
